Id.;Título;Autor;Fecha;Periódico / institución;Resumen;Lugar;Demanda;Actor demandante;Actor demandado;Actor Mediador;Otro actor;Acción conflictiva;evento nuevo;Tipo de evento conflictivo;Sector demandante;Sector demandado;Sector mediador;Sector otro actor;Escala del conflicto;Episodio conflictivo;Campo de conflicto;Región;Municipio;Cuenca, Fuente o cuerpo de agua;Lugar para georeferencia;Latitud;Longitud;Texto completo;observaciones
706;Disminuye el número de aves en la laguna Alalay;redaccion central;9/10/16;Los Tiempos;"José Balderrama al constatar la drástica disminución del caudal de agua y de especies de aves en ese ecosistema castigado por la contaminación y el cambio climático.
Balderrama, biólogo especialista en aves del Centro de Biodiversidad de la Universidad Mayor de San Simón,  junto a expertos de la Unidad de Limnología también de la UMSS, y funcionarios de la Gobernación, inspeccionaron la laguna Alalay con el fin de levantar un censo de la población de aves y detectar la cantidad y la calidad del agua en el lugar y constataron la drástica disminución del caudal de agua y de especies de aves en ese ecosistema castigado por la contaminación y el cambio climático.Los datos exactos, sobre la disminución de aves y la calidad del agua serán tabulados y sistematizados";Laguna Alalay;Mayor cuidado del ecosistema de la laguna Alalay;Jose Balderrama Centro de Biodiversidad de la Universidad Mayor de San Simón;Gobernacion;;;Contaminación de aguas y habitad de aves migratorias;No;Contaminación de aguas;Universidad;Gob departamental;;;Análisis/ propuesta;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
707;Piden ampliar la planta de aguas de Albarrancho;redaccion central;12/10/16;Los Tiempos;Un grupo de vecinos de la “Mancomunidad Santos El Paraíso” del Distrito 9 llegó a puertas de la Gobernación para exigir dotación de agua para riego y ampliación de la planta de tratamiento de aguas servidas de Albarrancho. Exigió audiencia con el Gobernador para que se tomen en cuenta sus demandas.;Distrito 9 del cercado;Dotación de agua para riego y ampliación de planta de tratamiento de aguas servidas;Vecinos del distrito 9;Gobernacion;;;Contaminación de aguas de riego;si;Contaminación de aguas;Org. Vecinal;Gob departamental;;;Manifiesto/ confrontación;Albarrancho Planta;Ecológico / ambiental;Metropolitana;Cochabamba;Planta Albarrancho;Albarrancho;;;Link;
708;Alalay se seca y llegan menos aves;Violeta Soria;12/10/16;Los Tiempos;"La laguna Alalay se seca y sufre una de sus peores crisis en seis años. El nivel del agua es menor al medio metro de alto; cuando en la época de lluvia registraba 2,5 metros y en temporada de estiaje superaba el metro de altura, informó ayer el funcionario del Departamento de Gestión de Recursos Naturales de la Alcaldía, Ariel Carata.  
Una consecuencia es la aparición de islas y la disminución del área de embalse.
El último estudio de batimetría y topografía estableció que hasta septiembre pasado, la laguna contaba con un volumen almacenado de 940.856 metros cúbicos de agua. El volumen que se acumuló en temporada de lluvia fue de 4,1 millones de metros cúbicos y en la época seca solía tener 2,5 millones. 
A ello se suma que la evaporación diaria es de 5,17 milímetros; es decir, que cada día la cubeta pierde medio centímetro de alto.";Laguna Alalay;Se retire las plantaciones que impiden la entrada del tunel de desvio del rio Rocha;Ariel Carata, funcionario del Departamento de Gestión de Recursos Naturales de la Alcaldía ;Gobernacion;;;El embalse no recibió la suficiente agua durante los últimos  5 años, debido al cierre del túnel de desvío del río Rocha en el lado del municipio de Sacaba;No;Contaminación de aguas;Gob municipal;Gob departamental;;;Análisis/ propuesta;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
709;Proponen trasladar los peces nativos ;Violeta Soria;12/10/16;Los Tiempos;"El biólogo y coordinador del Comité de Recuperación, Mejoramiento y Protección de la Laguna Alalay (Crempla), Erick Martínez, informó que “todavía hay peces” pero en “poca cantidad”. Remarcó que esta crisis “es una de las peores” desde el dragado de la laguna, en 1997.  

Expresó que es necesario trabajar en un plan de contingencia para trasladar a los peces nativos: dos platinchos (Astianax lineatus y Oligosarcus schindleri) y otros como la gambusia (Gambusia affinis), la carpa y el pejerrey.";Laguna Alalay;traslado de los peces nativos por los bajos niveles de agua en la laguna;Erick Martínez biólogo y coordinador Crempla;Gobernacion;;;Bajos niveles de agua y contaminación en la laguna;No;Contaminación de aguas;Comité interinstitucional;Gob departamental;;;Análisis/ propuesta;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
710;Sacaba recuperará agua para el riego;redaccion central;14/10/16;Los Tiempos;"Sacaba continúa impulsando obras para descontaminar el río Rocha y hacer un uso adecuado del agua. Ayer colocó la piedra fundamental para el inicio del proyecto de reuso de aguas residuales para la agricultura de la comunidad Huerta Mayu.     El proyecto consiste en el tratamiento de aguas residuales de la comunidad para que vuelvan a ser utilizadas en el riego de plantaciones. Se verán beneficiadas 73 familias del Distrito 3 de Sacaba, que se dedican a la agricultura, señaló el gobernador Iván Canelas.
La misma tendrá capacidad de tratar 20 litros por segundo (l/s) que serán utilizados para regar 25 hectáreas. Los pobladores contaron que mucha gente rechaza sus productos porque supuestamente el agua que utilizan está contaminada, explicó el alcalde de Sacaba, Humberto Sánchez.";Sacaba;Realizar pruebas de laboratorio para poner en funcionamiento la planta de tratamiento de aguas del Abra;Alcalde de Sacaba;Gobernacion;;;Altos niveles de contaminación del rio Rocha;Si;Contaminación de aguas;Gob municipal;Gob departamental;;;Análisis/ propuesta;Rio Rocha Contaminación;Ecológico / ambiental;Trópico;Sacaba;Río Rocha;Abra;;;Link;
711;Bombearán las aguas muertas de Escalerani;Violeta Soria;15/10/16;Los Tiempos;La represa de Escalerani que sólo cuenta con el 25 por ciento de su capacidad de embalse en la época de mayor consumo de agua del año. A pesar de la disminución, el gerente de Semapa, Gamal Serhan, garantizó el suministro de forma racionada hasta diciembre de 2016.  Asimismo informo que la represa sólo cuenta con 1,5 millones de metros cúbicos, de los 6 millones del total de su capacidad.;Escalerani;Realizar e/l trasvase de la laguna el Toro para contar con un caudal de 50 litros/seg;población afectada;Semapa;;;Racionamiento de agua en cercado;expediente;Derecho de agua;Sociedad civil;EPSAS;;;Acuerdo;Semapa Gestión;Reproducción social;Andina;Morochata;Sin fuente específica;Escalerani;;;Link;
712;Agua de laguna Alalay se evapora muy rápido;Laura Manzaneda;15/10/16;Los Tiempos;"El responsable de Biodiversidad de la Gobernación, Rodrigo Aguayo indicó que la institución está muy preocupada por la situación de la laguna Alalay, por lo que la próxima semana entregará recomendaciones al Comité de Recuperación, Mejoramiento y Preservación de la Laguna Alalay (Crempla).
El funcionario aseguró que, como parte del Plan de Conservación y Gestión de las Lagunas Urbanas del Departamento que lleva a delante la Gobernación, se hace un monitoreo constante del embalse para conocer la calidad del agua y la situación de la biodiversidad.
Detalló que también realizan seguimiento y monitoreo a La Angostura, Cotapachi y Quenamari, pero la situación de Alalay es la que preocupa más por la rápida evaporación del agua, los altos índices de contaminación y salinidad del lugar.";Laguna Alalay;Incrementar el ingreso de agua a la laguna, lo cual depende de la perforación de pozos.;Rodrigo Aguayo responsable de biodiversidad de la gobernación;Municipio;;;Bajos niveles de agua y contaminación en la laguna;Si;Contaminación de aguas;Gob departamental;Gob municipal;;;Análisis/ propuesta;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
713;Estudio de peces;Laura Manzaneda;15/10/16;Los Tiempos;La Unidad de Limnología y Recursos Acuáticos (ULRA) de la Universidad Mayor de San Simón (UMSS) entregará el viernes al Comité de Recuperación, Mejoramiento y Preservación de la laguna Alalay (Crempla) el muestreo de peces que realiza mensualmente desde que miles  murieron en marzo, informó ayer la directora de la institución, Dylian Castellón.  Este informe permitirá conocer la especie y la cantidad de peces que podría haber en la laguna Alalay. “Son siete meses continuos de monitoreo, estamos concluyendo este informe y lo presentaremos el viernes”, dijo la directora de Limnología.;Laguna Alalay;determinar las especies y cantidad de peces en la laguna;CREMPLA;Unidad de Limnología y Recursos Acuáticos (ULRA) de la UMSS;;;Alta mortandad de peces en el mes de marzo;No;Contaminación de aguas;Comité interinstitucional;Universidad;;;En ciernes;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
714;Denuncian destrucción de Totorales en Alalay sin licencia ambiental;ANF;17/10/16;Los Tiempos;"A siete meses desde que la laguna Alalay fuera el escenario de una masiva mortandad de peces. En ese contexto, el concejal del MAS, Sergio Rodríguez informó que más de 20 hectáreas de totorales fueron destrozadas por la Alcaldía sin tener licencia ambiental y, en su criterio, eso afecta a las aves que habitan en el lugar.
El director de medio ambiente de la Alcaldía, Elvis Gutiérrez Cabrera, respondió que los totorales fueron sacados como parte de las medidas de recuperación de la laguna y que no se afectaron los que están en el centro de la misma, que es donde anidan las aves.";Laguna Alalay;Informe sobre las actividades realizadas en la laguna posterior a la muerte de los peces.;Concejal Sergio Rodriguez;Municipio;;;Destrucción de totorales lo que afecta al ecosistema de la laguna;Si;Contaminación de aguas;Aut. Dptal. y Mpal.;Gob municipal;;;Manifiesto/ confrontación;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
715;Disputa por agua de riego genera tensión en Sacaba;Karen Carrillo;18/10/16;Los Tiempos;Después de 12 horas de bloqueo de la carretera al oriente, la Asociación de Regantes Apaqa Punta del norte de Sacaba levantó la medida de presión tras llegar a un cuarto intermedio con el municipio y conformar una comisión para que dialogue con los pobladores de las alturas para que se reabran las compuertas de los canales que proveen de agua para riego y consumo.;Sacaba;reabran las compuertas de los canales que proveen de agua para riego y consumo.;Asociación de Regantes Apaqa Punta del norte de Sacaba ;Municipio de Sacaba;;;Cierre de compuertas de la laguna de Huayllani;Si;Derecho de uso;Regantes;Gob municipal;;;Manifiesto/ confrontación;Larati ARAP;Reproducción social;Trópico;Sacaba;Laguna Larati;sacaba;-17342773;-66.022453;Link;
716;Persiste crisis en Alalay y descartan abrir pozos;Violeta Soria;18/10/16;Los Tiempos;"El plan de emergencia que se ejecuta en la laguna Alalay tras el peor desastre ambiental registrado en el lugar, el pasado 10 de marzo, tiene un 70 por ciento de avance, pero no ha logrado revertir la crisis y tampoco ha mejorado los ingresos de agua al caudal.
Además, el Comité de Recuperación, Mejoramiento y Protección de la Laguna Alalay (Crempla) suspendió la perforación de cuatro pozos, informó el secretario de Desarrollo Sustentable de la Alcaldía, Eduardo Galindo. Ahora, los recursos serán destinados a un “dragado en seco” y la remoción de sedimentos.";Laguna Alalay;Encontrar alternativas para incrementar los volumenes de agua que ingresan a la laguna;Municipio;CREMPLA;;;Bajos niveles de agua y contaminación en la laguna;No;Contaminación de aguas;Gob municipal;Comité interinstitucional;;;Manifiesto/ confrontación;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
717;El muestreo reporta cero peces;Violeta Soria;18/10/16;Los Tiempos;Un informe preliminar del último monitoreo realizado en la laguna Alalay por la Unidad de Limnología de la Universidad Mayor de San Simón (UMSS) “reportó cero peces”, sin embargo, se espera un documento final.Por otro lado, el último censo de aves que hizo la UMSS y la Gobernación dio cuenta que  hay una reducción “considerable” de aves.;Laguna Alalay;Plan de contingencia para rescatar las especies nativas de peces;CREMPLA;Unidad de Limnología y Recursos Acuáticos (ULRA) de la UMSS;;;Agua contaminada en la laguna lo cual ocasiona la muerte de los peces nativos;No;Contaminación de aguas;Comité interinstitucional;Universidad;;;Análisis/ propuesta;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Laguna Alalay;;;Link;
718;Cierran compuertas y sigue el conflicto por el agua en Sacaba;redaccion central;19/10/16;Los Tiempos;La Asociación de Regantes Apaqa Punta (ARAP) de Sacaba convocó para hoy, a las 10:00, a un consejo consultivo con los dirigentes de 27 sindicatos para abordar los resultados de la comisión y la intermediación del Defensor del Pueblo para abrir las compuertas cerradas por pobladores de Larati, que abastecen de agua para consumo y riego a 1.800 familias.;Sacaba;Apertura de compuerta de la laguna de Huayllani y otras vertientes;Regantes;Comunarios de Larati;Defensor del pueblo;;Cierre de compuertas de la laguna de Huayllani;Si;Derecho de uso;Regantes;Org. Campesina;Defensor del pueblo;;Manifiesto/ confrontación;Larati ARAP;Reproducción social;Trópico;Sacaba;Laguna Larati;sacaba;-17342773;-66.022453;Link;
